번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
4130,5,2017,측면,단어,KETI_SL_0000004130.MTS,차안,,
4558,6,2017,정면,단어,KETI_SL_0000004558.MOV,차안,,
4977,6,2017,측면,단어,KETI_SL_0000004977.MTS,차안,,
5396,7,2017,정면,단어,KETI_SL_0000005396.MOV,차안,,
5813,7,2017,측면,단어,KETI_SL_0000005813.MTS,차안,,
6235,8,2017,정면,단어,KETI_SL_0000006235.MOV,차안,,
6654,8,2017,측면,단어,KETI_SL_0000006654.MTS,차안,,
7073,9,2017,정면,단어,KETI_SL_0000007073.MOV,차안,,
7492,9,2017,측면,단어,KETI_SL_0000007492.MTS,차안,,
7911,10,2017,정면,단어,KETI_SL_0000007911.MOV,차안,,
8330,10,2017,측면,단어,KETI_SL_0000008330.MTS,차안,,
369,1,2017,정면,단어,KETI_SL_0000000369.MOV,차밖,,
788,1,2017,측면,단어,KETI_SL_0000000788.MTS,차밖,,
1204,2,2017,정면,단어,KETI_SL_0000001204.MTS,차밖,,
1623,2,2017,측면,단어,KETI_SL_0000001623.MTS,차밖,,
1975,3,2017,정면,단어,KETI_SL_0000001975.MOV,차밖,,
2394,3,2017,측면,단어,KETI_SL_0000002394.MP4,차밖,,
2882,4,2017,정면,단어,KETI_SL_0000002882.MOV,차밖,,
3301,4,2017,측면,단어,KETI_SL_0000003301.MTS,차밖,,
3711,5,2017,정면,단어,KETI_SL_0000003711.MOV,차밖,,
4129,5,2017,측면,단어,KETI_SL_0000004129.MTS,차밖,,
4557,6,2017,정면,단어,KETI_SL_0000004557.MOV,차밖,,
4976,6,2017,측면,단어,KETI_SL_0000004976.MTS,차밖,,
5395,7,2017,정면,단어,KETI_SL_0000005395.MOV,차밖,,
5812,7,2017,측면,단어,KETI_SL_0000005812.MTS,차밖,,
6234,8,2017,정면,단어,KETI_SL_0000006234.MOV,차밖,,
6653,8,2017,측면,단어,KETI_SL_0000006653.MTS,차밖,,
7072,9,2017,정면,단어,KETI_SL_0000007072.MOV,차밖,,
7491,9,2017,측면,단어,KETI_SL_0000007491.MTS,차밖,,
7910,10,2017,정면,단어,KETI_SL_0000007910.MOV,차밖,,
8329,10,2017,측면,단어,KETI_SL_0000008329.MTS,차밖,,
8408,1,2017,정면,문장,KETI_SL_0000008408.MOV,차 안에 강아지가 방치되어있어요,,
8513,1,2017,측면,문장,KETI_SL_0000008513.MTS,차 안에 강아지가 방치되어있어요,,
8618,2,2017,정면,문장,KETI_SL_0000008618.MTS,차 안에 강아지가 방치되어있어요,,
8723,2,2017,측면,문장,KETI_SL_0000008723.MTS,차 안에 강아지가 방치되어있어요,,
8828,3,2017,정면,문장,KETI_SL_0000008828.MOV,차 안에 강아지가 방치되어있어요,,
8933,3,2017,측면,문장,KETI_SL_0000008933.MP4,차 안에 강아지가 방치되어있어요,,
9038,4,2017,정면,문장,KETI_SL_0000009038.MOV,차 안에 강아지가 방치되어있어요,,
9143,4,2017,측면,문장,KETI_SL_0000009143.MTS,차 안에 강아지가 방치되어있어요,,
9248,5,2017,정면,문장,KETI_SL_0000009248.MOV,차 안에 강아지가 방치되어있어요,,
9353,5,2017,측면,문장,KETI_SL_0000009353.MTS,차 안에 강아지가 방치되어있어요,,
9458,6,2017,정면,문장,KETI_SL_0000009458.MOV,차 안에 강아지가 방치되어있어요,,
9562,6,2017,측면,문장,KETI_SL_0000009562.MTS,차 안에 강아지가 방치되어있어요,,
9668,7,2017,정면,문장,KETI_SL_0000009668.MOV,차 안에 강아지가 방치되어있어요,,
9773,7,2017,측면,문장,KETI_SL_0000009773.MTS,차 안에 강아지가 방치되어있어요,,
9878,8,2017,정면,문장,KETI_SL_0000009878.MOV,차 안에 강아지가 방치되어있어요,,
9983,8,2017,측면,문장,KETI_SL_0000009983.MTS,차 안에 강아지가 방치되어있어요,,
10088,9,2017,정면,문장,KETI_SL_0000010088.MOV,차 안에 강아지가 방치되어있어요,,
10193,9,2017,측면,문장,KETI_SL_0000010193.MTS,차 안에 강아지가 방치되어있어요,,
10298,10,2017,정면,문장,KETI_SL_0000010298.MOV,차 안에 강아지가 방치되어있어요,,
10403,10,2017,측면,문장,KETI_SL_0000010403.MTS,차 안에 강아지가 방치되어있어요,,
8399,1,2017,정면,문장,KETI_SL_0000008399.MOV,쫓아오는 것 같아요,,
8504,1,2017,측면,문장,KETI_SL_0000008504.MTS,쫓아오는 것 같아요,,
8609,2,2017,정면,문장,KETI_SL_0000008609.MTS,쫓아오는 것 같아요,,
8714,2,2017,측면,문장,KETI_SL_0000008714.MTS,쫓아오는 것 같아요,,
8819,3,2017,정면,문장,KETI_SL_0000008819.MOV,쫓아오는 것 같아요,,
8924,3,2017,측면,문장,KETI_SL_0000008924.MP4,쫓아오는 것 같아요,,
9029,4,2017,정면,문장,KETI_SL_0000009029.MOV,쫓아오는 것 같아요,,
9134,4,2017,측면,문장,KETI_SL_0000009134.MTS,쫓아오는 것 같아요,,
9239,5,2017,정면,문장,KETI_SL_0000009239.MOV,쫓아오는 것 같아요,,
9344,5,2017,측면,문장,KETI_SL_0000009344.MTS,쫓아오는 것 같아요,,
9449,6,2017,정면,문장,KETI_SL_0000009449.MOV,쫓아오는 것 같아요,,
9553,6,2017,측면,문장,KETI_SL_0000009553.MTS,쫓아오는 것 같아요,,
9659,7,2017,정면,문장,KETI_SL_0000009659.MOV,쫓아오는 것 같아요,,
9764,7,2017,측면,문장,KETI_SL_0000009764.MTS,쫓아오는 것 같아요,,
9869,8,2017,정면,문장,KETI_SL_0000009869.MOV,쫓아오는 것 같아요,,
9974,8,2017,측면,문장,KETI_SL_0000009974.MTS,쫓아오는 것 같아요,,
10079,9,2017,정면,문장,KETI_SL_0000010079.MOV,쫓아오는 것 같아요,,
10184,9,2017,측면,문장,KETI_SL_0000010184.MTS,쫓아오는 것 같아요,,
10289,10,2017,정면,문장,KETI_SL_0000010289.MOV,쫓아오는 것 같아요,,
10394,10,2017,측면,문장,KETI_SL_0000010394.MTS,쫓아오는 것 같아요,,
8460,1,2017,정면,문장,KETI_SL_0000008460.MOV,집이 흔들려요,,
8565,1,2017,측면,문장,KETI_SL_0000008565.MTS,집이 흔들려요,,
8670,2,2017,정면,문장,KETI_SL_0000008670.MTS,집이 흔들려요,,
8775,2,2017,측면,문장,KETI_SL_0000008775.MTS,집이 흔들려요,,
8880,3,2017,정면,문장,KETI_SL_0000008880.MOV,집이 흔들려요,,
8985,3,2017,측면,문장,KETI_SL_0000008985.MP4,집이 흔들려요,,
9090,4,2017,정면,문장,KETI_SL_0000009090.MOV,집이 흔들려요,,
9195,4,2017,측면,문장,KETI_SL_0000009195.MTS,집이 흔들려요,,
9300,5,2017,정면,문장,KETI_SL_0000009300.MOV,집이 흔들려요,,
9405,5,2017,측면,문장,KETI_SL_0000009405.MTS,집이 흔들려요,,
9510,6,2017,정면,문장,KETI_SL_0000009510.MOV,집이 흔들려요,,
9614,6,2017,측면,문장,KETI_SL_0000009614.MTS,집이 흔들려요,,
9720,7,2017,정면,문장,KETI_SL_0000009720.MOV,집이 흔들려요,,
9825,7,2017,측면,문장,KETI_SL_0000009825.MTS,집이 흔들려요,,
9930,8,2017,정면,문장,KETI_SL_0000009930.MOV,집이 흔들려요,,
10035,8,2017,측면,문장,KETI_SL_0000010035.MTS,집이 흔들려요,,
10140,9,2017,정면,문장,KETI_SL_0000010140.MOV,집이 흔들려요,,
10245,9,2017,측면,문장,KETI_SL_0000010245.MTS,집이 흔들려요,,
10350,10,2017,정면,문장,KETI_SL_0000010350.MOV,집이 흔들려요,,
10455,10,2017,측면,문장,KETI_SL_0000010455.MTS,집이 흔들려요,,
8479,1,2017,정면,문장,KETI_SL_0000008479.MOV,집에 전기가 나갔어요,,
8584,1,2017,측면,문장,KETI_SL_0000008584.MTS,집에 전기가 나갔어요,,
8689,2,2017,정면,문장,KETI_SL_0000008689.MTS,집에 전기가 나갔어요,,
8794,2,2017,측면,문장,KETI_SL_0000008794.MTS,집에 전기가 나갔어요,,
8899,3,2017,정면,문장,KETI_SL_0000008899.MOV,집에 전기가 나갔어요,,
9004,3,2017,측면,문장,KETI_SL_0000009004.MP4,집에 전기가 나갔어요,,
9109,4,2017,정면,문장,KETI_SL_0000009109.MOV,집에 전기가 나갔어요,,
9214,4,2017,측면,문장,KETI_SL_0000009214.MTS,집에 전기가 나갔어요,,
9319,5,2017,정면,문장,KETI_SL_0000009319.MOV,집에 전기가 나갔어요,,
9424,5,2017,측면,문장,KETI_SL_0000009424.MTS,집에 전기가 나갔어요,,
9529,6,2017,정면,문장,KETI_SL_0000009529.MOV,집에 전기가 나갔어요,,
9633,6,2017,측면,문장,KETI_SL_0000009633.MTS,집에 전기가 나갔어요,,
9739,7,2017,정면,문장,KETI_SL_0000009739.MOV,집에 전기가 나갔어요,,
9844,7,2017,측면,문장,KETI_SL_0000009844.MTS,집에 전기가 나갔어요,,
9949,8,2017,정면,문장,KETI_SL_0000009949.MOV,집에 전기가 나갔어요,,
10054,8,2017,측면,문장,KETI_SL_0000010054.MTS,집에 전기가 나갔어요,,
10159,9,2017,정면,문장,KETI_SL_0000010159.MOV,집에 전기가 나갔어요,,
10264,9,2017,측면,문장,KETI_SL_0000010264.MTS,집에 전기가 나갔어요,,
10369,10,2017,정면,문장,KETI_SL_0000010369.MOV,집에 전기가 나갔어요,,
10474,10,2017,측면,문장,KETI_SL_0000010474.MTS,집에 전기가 나갔어요,,
8381,1,2017,정면,문장,KETI_SL_0000008381.MOV,집에 불이 났어요,,
8486,1,2017,측면,문장,KETI_SL_0000008486.MTS,집에 불이 났어요,,
8591,2,2017,정면,문장,KETI_SL_0000008591.MTS,집에 불이 났어요,,
8696,2,2017,측면,문장,KETI_SL_0000008696.MTS,집에 불이 났어요,,
8801,3,2017,정면,문장,KETI_SL_0000008801.MOV,집에 불이 났어요,,
8906,3,2017,측면,문장,KETI_SL_0000008906.MP4,집에 불이 났어요,,
9011,4,2017,정면,문장,KETI_SL_0000009011.MOV,집에 불이 났어요,,
9116,4,2017,측면,문장,KETI_SL_0000009116.MTS,집에 불이 났어요,,
9221,5,2017,정면,문장,KETI_SL_0000009221.MOV,집에 불이 났어요,,
9326,5,2017,측면,문장,KETI_SL_0000009326.MTS,집에 불이 났어요,,
9431,6,2017,정면,문장,KETI_SL_0000009431.MOV,집에 불이 났어요,,
9536,6,2017,측면,문장,KETI_SL_0000009536.MTS,집에 불이 났어요,,
9641,7,2017,정면,문장,KETI_SL_0000009641.MOV,집에 불이 났어요,,
9746,7,2017,측면,문장,KETI_SL_0000009746.MTS,집에 불이 났어요,,
9851,8,2017,정면,문장,KETI_SL_0000009851.MOV,집에 불이 났어요,,
9956,8,2017,측면,문장,KETI_SL_0000009956.MTS,집에 불이 났어요,,
10061,9,2017,정면,문장,KETI_SL_0000010061.MOV,집에 불이 났어요,,
10166,9,2017,측면,문장,KETI_SL_0000010166.MTS,집에 불이 났어요,,
10271,10,2017,정면,문장,KETI_SL_0000010271.MOV,집에 불이 났어요,,
10376,10,2017,측면,문장,KETI_SL_0000010376.MTS,집에 불이 났어요,,
8445,1,2017,정면,문장,KETI_SL_0000008445.MOV,집에 모르는 사람이 침입했어요,,
8550,1,2017,측면,문장,KETI_SL_0000008550.MTS,집에 모르는 사람이 침입했어요,,
8655,2,2017,정면,문장,KETI_SL_0000008655.MTS,집에 모르는 사람이 침입했어요,,
8760,2,2017,측면,문장,KETI_SL_0000008760.MTS,집에 모르는 사람이 침입했어요,,
8865,3,2017,정면,문장,KETI_SL_0000008865.MOV,집에 모르는 사람이 침입했어요,,
8970,3,2017,측면,문장,KETI_SL_0000008970.MP4,집에 모르는 사람이 침입했어요,,
9075,4,2017,정면,문장,KETI_SL_0000009075.MOV,집에 모르는 사람이 침입했어요,,
9180,4,2017,측면,문장,KETI_SL_0000009180.MTS,집에 모르는 사람이 침입했어요,,
9285,5,2017,정면,문장,KETI_SL_0000009285.MOV,집에 모르는 사람이 침입했어요,,
9390,5,2017,측면,문장,KETI_SL_0000009390.MTS,집에 모르는 사람이 침입했어요,,
9495,6,2017,정면,문장,KETI_SL_0000009495.MOV,집에 모르는 사람이 침입했어요,,
9599,6,2017,측면,문장,KETI_SL_0000009599.MTS,집에 모르는 사람이 침입했어요,,
9705,7,2017,정면,문장,KETI_SL_0000009705.MOV,집에 모르는 사람이 침입했어요,,
9810,7,2017,측면,문장,KETI_SL_0000009810.MTS,집에 모르는 사람이 침입했어요,,
9915,8,2017,정면,문장,KETI_SL_0000009915.MOV,집에 모르는 사람이 침입했어요,,
10020,8,2017,측면,문장,KETI_SL_0000010020.MTS,집에 모르는 사람이 침입했어요,,
10125,9,2017,정면,문장,KETI_SL_0000010125.MOV,집에 모르는 사람이 침입했어요,,
10230,9,2017,측면,문장,KETI_SL_0000010230.MTS,집에 모르는 사람이 침입했어요,,
10335,10,2017,정면,문장,KETI_SL_0000010335.MOV,집에 모르는 사람이 침입했어요,,
10440,10,2017,측면,문장,KETI_SL_0000010440.MTS,집에 모르는 사람이 침입했어요,,
8398,1,2017,정면,문장,KETI_SL_0000008398.MOV,집에 도둑(강도)이 들어왔어요,,
8503,1,2017,측면,문장,KETI_SL_0000008503.MTS,집에 도둑(강도)이 들어왔어요,,
8608,2,2017,정면,문장,KETI_SL_0000008608.MTS,집에 도둑(강도)이 들어왔어요,,
8713,2,2017,측면,문장,KETI_SL_0000008713.MTS,집에 도둑(강도)이 들어왔어요,,
8818,3,2017,정면,문장,KETI_SL_0000008818.MOV,집에 도둑(강도)이 들어왔어요,,
8923,3,2017,측면,문장,KETI_SL_0000008923.MP4,집에 도둑(강도)이 들어왔어요,,
9028,4,2017,정면,문장,KETI_SL_0000009028.MOV,집에 도둑(강도)이 들어왔어요,,
9133,4,2017,측면,문장,KETI_SL_0000009133.MTS,집에 도둑(강도)이 들어왔어요,,
9238,5,2017,정면,문장,KETI_SL_0000009238.MOV,집에 도둑(강도)이 들어왔어요,,
9343,5,2017,측면,문장,KETI_SL_0000009343.MTS,집에 도둑(강도)이 들어왔어요,,
9448,6,2017,정면,문장,KETI_SL_0000009448.MOV,집에 도둑(강도)이 들어왔어요,,
9552,6,2017,측면,문장,KETI_SL_0000009552.MTS,집에 도둑(강도)이 들어왔어요,,
9658,7,2017,정면,문장,KETI_SL_0000009658.MOV,집에 도둑(강도)이 들어왔어요,,
9763,7,2017,측면,문장,KETI_SL_0000009763.MTS,집에 도둑(강도)이 들어왔어요,,
9868,8,2017,정면,문장,KETI_SL_0000009868.MOV,집에 도둑(강도)이 들어왔어요,,
9973,8,2017,측면,문장,KETI_SL_0000009973.MTS,집에 도둑(강도)이 들어왔어요,,
10078,9,2017,정면,문장,KETI_SL_0000010078.MOV,집에 도둑(강도)이 들어왔어요,,
10183,9,2017,측면,문장,KETI_SL_0000010183.MTS,집에 도둑(강도)이 들어왔어요,,
10288,10,2017,정면,문장,KETI_SL_0000010288.MOV,집에 도둑(강도)이 들어왔어요,,
10393,10,2017,측면,문장,KETI_SL_0000010393.MTS,집에 도둑(강도)이 들어왔어요,,
368,1,2017,정면,단어,KETI_SL_0000000368.MOV,집단폭행,,
787,1,2017,측면,단어,KETI_SL_0000000787.MTS,집단폭행,,
1203,2,2017,정면,단어,KETI_SL_0000001203.MTS,집단폭행,,
1622,2,2017,측면,단어,KETI_SL_0000001622.MTS,집단폭행,,
1974,3,2017,정면,단어,KETI_SL_0000001974.MOV,집단폭행,,
2393,3,2017,측면,단어,KETI_SL_0000002393.MP4,집단폭행,,
2881,4,2017,정면,단어,KETI_SL_0000002881.MOV,집단폭행,,
3300,4,2017,측면,단어,KETI_SL_0000003300.MTS,집단폭행,,
3710,5,2017,정면,단어,KETI_SL_0000003710.MOV,집단폭행,,
4128,5,2017,측면,단어,KETI_SL_0000004128.MTS,집단폭행,,
4556,6,2017,정면,단어,KETI_SL_0000004556.MOV,집단폭행,,
4975,6,2017,측면,단어,KETI_SL_0000004975.MTS,집단폭행,,
5394,7,2017,정면,단어,KETI_SL_0000005394.MOV,집단폭행,,
5811,7,2017,측면,단어,KETI_SL_0000005811.MTS,집단폭행,,
6233,8,2017,정면,단어,KETI_SL_0000006233.MOV,집단폭행,,
6652,8,2017,측면,단어,KETI_SL_0000006652.MTS,집단폭행,,
7071,9,2017,정면,단어,KETI_SL_0000007071.MOV,집단폭행,,
7490,9,2017,측면,단어,KETI_SL_0000007490.MTS,집단폭행,,
7909,10,2017,정면,단어,KETI_SL_0000007909.MOV,집단폭행,,
8328,10,2017,측면,단어,KETI_SL_0000008328.MTS,집단폭행,,
8461,1,2017,정면,문장,KETI_SL_0000008461.MOV,집 벽이 무너질려고 해요,,
8566,1,2017,측면,문장,KETI_SL_0000008566.MTS,집 벽이 무너질려고 해요,,
8671,2,2017,정면,문장,KETI_SL_0000008671.MTS,집 벽이 무너질려고 해요,,
8776,2,2017,측면,문장,KETI_SL_0000008776.MTS,집 벽이 무너질려고 해요,,
8881,3,2017,정면,문장,KETI_SL_0000008881.MOV,집 벽이 무너질려고 해요,,
8986,3,2017,측면,문장,KETI_SL_0000008986.MP4,집 벽이 무너질려고 해요,,
9091,4,2017,정면,문장,KETI_SL_0000009091.MOV,집 벽이 무너질려고 해요,,
9196,4,2017,측면,문장,KETI_SL_0000009196.MTS,집 벽이 무너질려고 해요,,
9301,5,2017,정면,문장,KETI_SL_0000009301.MOV,집 벽이 무너질려고 해요,,
9406,5,2017,측면,문장,KETI_SL_0000009406.MTS,집 벽이 무너질려고 해요,,
9511,6,2017,정면,문장,KETI_SL_0000009511.MOV,집 벽이 무너질려고 해요,,
9615,6,2017,측면,문장,KETI_SL_0000009615.MTS,집 벽이 무너질려고 해요,,
9721,7,2017,정면,문장,KETI_SL_0000009721.MOV,집 벽이 무너질려고 해요,,
9826,7,2017,측면,문장,KETI_SL_0000009826.MTS,집 벽이 무너질려고 해요,,
9931,8,2017,정면,문장,KETI_SL_0000009931.MOV,집 벽이 무너질려고 해요,,
10036,8,2017,측면,문장,KETI_SL_0000010036.MTS,집 벽이 무너질려고 해요,,
10141,9,2017,정면,문장,KETI_SL_0000010141.MOV,집 벽이 무너질려고 해요,,
10246,9,2017,측면,문장,KETI_SL_0000010246.MTS,집 벽이 무너질려고 해요,,
10351,10,2017,정면,문장,KETI_SL_0000010351.MOV,집 벽이 무너질려고 해요,,
10456,10,2017,측면,문장,KETI_SL_0000010456.MTS,집 벽이 무너질려고 해요,,
367,1,2017,정면,단어,KETI_SL_0000000367.MOV,집,,
786,1,2017,측면,단어,KETI_SL_0000000786.MTS,집,,
1202,2,2017,정면,단어,KETI_SL_0000001202.MTS,집,,
1621,2,2017,측면,단어,KETI_SL_0000001621.MTS,집,,
1973,3,2017,정면,단어,KETI_SL_0000001973.MOV,집,,
2392,3,2017,측면,단어,KETI_SL_0000002392.MP4,집,,
2880,4,2017,정면,단어,KETI_SL_0000002880.MOV,집,,
3299,4,2017,측면,단어,KETI_SL_0000003299.MTS,집,,
3709,5,2017,정면,단어,KETI_SL_0000003709.MOV,집,,
4127,5,2017,측면,단어,KETI_SL_0000004127.MTS,집,,
4555,6,2017,정면,단어,KETI_SL_0000004555.MOV,집,,
4974,6,2017,측면,단어,KETI_SL_0000004974.MTS,집,,
5393,7,2017,정면,단어,KETI_SL_0000005393.MOV,집,,
5810,7,2017,측면,단어,KETI_SL_0000005810.MTS,집,,
6232,8,2017,정면,단어,KETI_SL_0000006232.MOV,집,,
6651,8,2017,측면,단어,KETI_SL_0000006651.MTS,집,,
7070,9,2017,정면,단어,KETI_SL_0000007070.MOV,집,,
7489,9,2017,측면,단어,KETI_SL_0000007489.MTS,집,,
7908,10,2017,정면,단어,KETI_SL_0000007908.MOV,집,,
8327,10,2017,측면,단어,KETI_SL_0000008327.MTS,집,,
366,1,2017,정면,단어,KETI_SL_0000000366.MOV,질식,,
785,1,2017,측면,단어,KETI_SL_0000000785.MTS,질식,,
1201,2,2017,정면,단어,KETI_SL_0000001201.MTS,질식,,
1620,2,2017,측면,단어,KETI_SL_0000001620.MTS,질식,,
1972,3,2017,정면,단어,KETI_SL_0000001972.MOV,질식,,
2391,3,2017,측면,단어,KETI_SL_0000002391.MP4,질식,,
2879,4,2017,정면,단어,KETI_SL_0000002879.MOV,질식,,
3298,4,2017,측면,단어,KETI_SL_0000003298.MTS,질식,,
4126,5,2017,측면,단어,KETI_SL_0000004126.MTS,질식,,
4554,6,2017,정면,단어,KETI_SL_0000004554.MOV,질식,,
4973,6,2017,측면,단어,KETI_SL_0000004973.MTS,질식,,
5392,7,2017,정면,단어,KETI_SL_0000005392.MOV,질식,,
5809,7,2017,측면,단어,KETI_SL_0000005809.MTS,질식,,
6231,8,2017,정면,단어,KETI_SL_0000006231.MOV,질식,,
6650,8,2017,측면,단어,KETI_SL_0000006650.MTS,질식,,
7069,9,2017,정면,단어,KETI_SL_0000007069.MOV,질식,,
7488,9,2017,측면,단어,KETI_SL_0000007488.MTS,질식,,
7907,10,2017,정면,단어,KETI_SL_0000007907.MOV,질식,,
8326,10,2017,측면,단어,KETI_SL_0000008326.MTS,질식,,
365,1,2017,정면,단어,KETI_SL_0000000365.MOV,진통제,,
784,1,2017,측면,단어,KETI_SL_0000000784.MTS,진통제,,
1200,2,2017,정면,단어,KETI_SL_0000001200.MTS,진통제,,
1619,2,2017,측면,단어,KETI_SL_0000001619.MTS,진통제,,
1971,3,2017,정면,단어,KETI_SL_0000001971.MOV,진통제,,
2390,3,2017,측면,단어,KETI_SL_0000002390.MP4,진통제,,
2878,4,2017,정면,단어,KETI_SL_0000002878.MOV,진통제,,
3297,4,2017,측면,단어,KETI_SL_0000003297.MTS,진통제,,
3707,5,2017,정면,단어,KETI_SL_0000003707.MOV,진통제,,
4125,5,2017,측면,단어,KETI_SL_0000004125.MTS,진통제,,
4553,6,2017,정면,단어,KETI_SL_0000004553.MOV,진통제,,
4972,6,2017,측면,단어,KETI_SL_0000004972.MTS,진통제,,
5391,7,2017,정면,단어,KETI_SL_0000005391.MOV,진통제,,
5808,7,2017,측면,단어,KETI_SL_0000005808.MTS,진통제,,
6230,8,2017,정면,단어,KETI_SL_0000006230.MOV,진통제,,
6649,8,2017,측면,단어,KETI_SL_0000006649.MTS,진통제,,
7068,9,2017,정면,단어,KETI_SL_0000007068.MOV,진통제,,
7487,9,2017,측면,단어,KETI_SL_0000007487.MTS,진통제,,
7906,10,2017,정면,단어,KETI_SL_0000007906.MOV,진통제,,
8325,10,2017,측면,단어,KETI_SL_0000008325.MTS,진통제,,
364,1,2017,정면,단어,KETI_SL_0000000364.MOV,지혈대,,
783,1,2017,측면,단어,KETI_SL_0000000783.MTS,지혈대,,
1199,2,2017,정면,단어,KETI_SL_0000001199.MTS,지혈대,,
1618,2,2017,측면,단어,KETI_SL_0000001618.MTS,지혈대,,
1970,3,2017,정면,단어,KETI_SL_0000001970.MOV,지혈대,,
2389,3,2017,측면,단어,KETI_SL_0000002389.MP4,지혈대,,
2877,4,2017,정면,단어,KETI_SL_0000002877.MOV,지혈대,,
3296,4,2017,측면,단어,KETI_SL_0000003296.MTS,지혈대,,
3706,5,2017,정면,단어,KETI_SL_0000003706.MOV,지혈대,,
4124,5,2017,측면,단어,KETI_SL_0000004124.MTS,지혈대,,
4552,6,2017,정면,단어,KETI_SL_0000004552.MOV,지혈대,,
4971,6,2017,측면,단어,KETI_SL_0000004971.MTS,지혈대,,
5390,7,2017,정면,단어,KETI_SL_0000005390.MOV,지혈대,,
5807,7,2017,측면,단어,KETI_SL_0000005807.MTS,지혈대,,
6229,8,2017,정면,단어,KETI_SL_0000006229.MOV,지혈대,,
6648,8,2017,측면,단어,KETI_SL_0000006648.MTS,지혈대,,
7067,9,2017,정면,단어,KETI_SL_0000007067.MOV,지혈대,,
7486,9,2017,측면,단어,KETI_SL_0000007486.MTS,지혈대,,
7905,10,2017,정면,단어,KETI_SL_0000007905.MOV,지혈대,,
